Row(id=0, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=133, items=['Cat', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=134, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=135, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'NaN'], prediction=['No Sterilized'])
Row(id=136, items=['Dog', 'Black', 'Large MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=137, items=['Cat', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=138, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=139, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=140, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=141, items=['Cat', 'Yellow', 'Medium MaturitySize', 'Long Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=142, items=['Cat', 'Gray', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'NaN'], prediction=[])
Row(id=143, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=144, items=['Cat', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'NaN'], prediction=[])
Row(id=145, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=146, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=147, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=148, items=['Cat', 'Yellow', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=149, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=150, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=151, items=['Cat', 'Golden', 'Medium MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=152, items=['Cat', 'Black', 'Large MaturitySize', 'Long Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=153, items=['Cat', 'Gray', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=154, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=155, items=['Dog', 'Black', 'Large MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Minor Injury', 'Adoption within the first 3 months'], prediction=['Healthy'])
Row(id=156, items=['Dog', 'Cream', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=157, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=158, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=159, items=['Cat', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=160, items=['Cat', 'Yellow', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=161, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized'])
Row(id=162, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=163, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=164, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=165, items=['Cat', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=166, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=167, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=168, items=['Dog', 'Brown', 'Large MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=169, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=170, items=['Cat', 'Brown', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption on the same day'], prediction=['Medium MaturitySize'])
Row(id=171, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=172, items=['Cat', 'Yellow', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=173, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=174, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=175, items=['Cat', 'Black', 'Large MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=176, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=177, items=['Cat', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=178, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=179, items=['Dog', 'White', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=180, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=181, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=182, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=183, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=184, items=['Cat', 'Golden', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=185, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=186, items=['Dog', 'Golden', 'Medium MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'NaN'], prediction=[])
Row(id=187, items=['Dog', 'Cream', 'Medium MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=188, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=189, items=['Dog', 'White', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=190, items=['Dog', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['Medium MaturitySize'])
Row(id=191, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=192, items=['Dog', 'Brown', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=193, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=194, items=['Dog', 'Brown', 'Medium MaturitySize', 'Long Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=195, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=196, items=['Dog', 'Golden', 'Large MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=197, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'No Dewormed', 'Not Sure Sterilized', 'Healthy', 'NaN'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=198, items=['Dog', 'Cream', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=199, items=['Cat', 'Golden', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'NaN'], prediction=[])
Row(id=200, items=['Cat', 'Cream', 'Small MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=201, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized'])
Row(id=202, items=['Cat', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=203, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=204, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=205, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=206, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=207, items=['Cat', 'Yellow', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=208, items=['Dog', 'Yellow', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=209, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=210, items=['Cat', 'Black', 'Large MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=211, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=212, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=213, items=['Cat', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=214, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'NaN'], prediction=['Medium MaturitySize'])
Row(id=215, items=['Cat', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Minor Injury', 'Adoption in the first week'], prediction=['Healthy'])
Row(id=216, items=['Dog', 'Cream', 'Large MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=217, items=['Cat', 'Golden', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=218, items=['Dog', 'Black', 'Large MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=219, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=220, items=['Dog', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=221, items=['Cat', 'Yellow', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=222, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=223, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=224, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=225, items=['Cat', 'Black', 'Small MaturitySize', 'Long Fur', 'No Vaccinated', 'No Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=226, items=['Dog', 'Cream', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized'])
Row(id=227, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=228, items=['Cat', 'Golden', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=229, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=230, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=231, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=232, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
